TICKER DATA:
[ (datetime.date(2015, 1, 1), 85.1885, 85.1885, 85.1885, 85.1885, 0, 76.35167)
 (datetime.date(2015, 1, 2), 84.9597, 85.278, 84.6613, 85.278, 949400, 76.43188)
 (datetime.date(2015, 1, 5), 85.2382, 85.7753, 85.0492, 85.4868, 1351600, 76.61902)
 (datetime.date(2015, 1, 6), 84.6414, 85.3376, 84.4127, 84.8403, 2477200, 76.03959)
 (datetime.date(2015, 1, 7), 84.8503, 85.0293, 84.0944, 84.6514, 2127100, 75.87028)
 (datetime.date(2015, 1, 8), 85.079, 85.1885, 84.6712, 84.9298, 1997700, 76.1198)
 (datetime.date(2015, 1, 9), 85.9046, 86.004, 85.1686, 85.5763, 2647400, 76.69924)
 (datetime.date(2015, 1, 12), 85.2282, 85.7355, 85.0293, 85.1885, 1329500, 76.35167)
 (datetime.date(2015, 1, 13), 84.5519, 84.9696, 84.5419, 84.8403, 1841400, 76.03959)
 (datetime.date(2015, 1, 14), 84.721, 84.7409, 83.2291, 83.2291, 4248400, 74.59552)
 (datetime.date(2015, 1, 15), 82.6422, 83.2987, 82.4433, 83.06, 3671500, 74.44396)
 (datetime.date(2015, 1, 16), 82.692, 83.6369, 82.4433, 83.1197, 2690100, 74.49747)
 (datetime.date(2015, 1, 19), 83.5672, 83.975, 82.5229, 82.6522, 2515300, 74.07846)
 (datetime.date(2015, 1, 20), 82.682, 83.3882, 82.5925, 83.05, 2414100, 74.435)
 (datetime.date(2015, 1, 21), 83.4479, 84.2137, 83.3484, 84.2137, 2420800, 75.47798)
 (datetime.date(2015, 1, 22), 84.7608, 84.9895, 84.5022, 84.7707, 2084300, 75.9772)
 (datetime.date(2015, 1, 23), 85.4868, 85.7653, 85.3476, 85.7653, 2140100, 76.86863)
 (datetime.date(2015, 1, 26), 85.7653, 85.7653, 85.7653, 85.7653, 0, 76.86863)
 (datetime.date(2015, 1, 27), 85.8847, 87.1777, 85.815, 87.1578, 2770700, 78.11668)
 (datetime.date(2015, 1, 28), 86.8992, 87.4959, 86.3323, 87.2274, 2075600, 78.17907)
 (datetime.date(2015, 1, 29), 86.8992, 88.5602, 86.7997, 88.2817, 3370800, 79.124)
 (datetime.date(2015, 1, 30), 88.9282, 89.515, 88.8486, 88.8486, 14169300, 79.6321)
 (datetime.date(2015, 2, 2), 88.8188, 89.4156, 88.6696, 89.1967, 2145300, 79.94409)
 (datetime.date(2015, 2, 3), 89.4653, 90.1814, 88.3911, 89.9128, 3430300, 80.58591)
 (datetime.date(2015, 2, 4), 91.1263, 91.4445, 89.7239, 90.3008, 3432100, 80.93365)
 (datetime.date(2015, 2, 5), 90.7682, 92.7873, 90.4301, 92.7674, 4524500, 83.14439)
 (datetime.date(2015, 2, 6), 93.2647, 93.4537, 92.1507, 92.479, 4105800, 82.8859)
 (datetime.date(2015, 2, 9), 92.2502, 92.7375, 91.6037, 92.4292, 2857600, 82.84127)
 (datetime.date(2015, 2, 10), 92.3596, 92.3994, 91.5341, 92.091, 2156200, 82.53815)
 (datetime.date(2015, 2, 11), 92.4988, 92.4988, 91.1064, 91.365, 2828900, 81.88746)
 (datetime.date(2015, 2, 12), 91.2854, 91.2854, 90.3704, 90.6887, 4786000, 81.28131)
 (datetime.date(2015, 2, 13), 91.355, 93.0857, 90.9373, 92.648, 3515900, 83.03737)
 (datetime.date(2015, 2, 16), 92.6978, 93.4139, 91.6733, 92.9663, 2907900, 83.32266)
 (datetime.date(2015, 2, 17), 89.883, 90.7583, 89.4255, 89.515, 12418600, 82.747)
 (datetime.date(2015, 2, 18), 90.1317, 90.3008, 89.4056, 90.2212, 2630000, 83.39981)
 (datetime.date(2015, 2, 19), 90.5693, 90.8776, 90.062, 90.6489, 1999400, 83.79517)
 (datetime.date(2015, 2, 20), 90.6588, 90.987, 89.5051, 89.7239, 1542400, 82.94011)
 (datetime.date(2015, 2, 23), 90.0123, 90.4102, 89.6841, 89.9228, 1754100, 83.12397)
 (datetime.date(2015, 2, 24), 90.0123, 90.7085, 89.6344, 90.5494, 2157800, 83.70319)
 (datetime.date(2015, 2, 25), 90.7085, 90.9274, 90.062, 90.3803, 1592000, 83.54688)
 (datetime.date(2015, 2, 26), 90.44, 90.4599, 89.7338, 89.9327, 2128900, 83.13312)
 (datetime.date(2015, 2, 27), 90.3704, 91.8026, 89.8134, 91.4247, 7409900, 84.51231)
 (datetime.date(2015, 3, 2), 91.4048, 92.6083, 91.1362, 92.0513, 2130100, 85.09154)
 (datetime.date(2015, 3, 3), 92.1706, 92.9762, 90.8378, 91.4247, 2663700, 84.51231)
 (datetime.date(2015, 3, 4), 91.7031, 91.723, 90.0322, 90.6389, 1830200, 83.78593)
 (datetime.date(2015, 3, 5), 90.5096, 90.6887, 89.9626, 90.629, 1687500, 83.77677)
 (datetime.date(2015, 3, 6), 90.4997, 91.1959, 89.9626, 90.5991, 1263900, 83.74913)
 (datetime.date(2015, 3, 9), 89.8432, 90.5842, 89.8034, 90.0322, 1377200, 83.2251)
 (datetime.date(2015, 3, 10), 90.2112, 90.7384, 89.8333, 90.1913, 1933100, 83.37217)
 (datetime.date(2015, 3, 11), 89.515, 90.2709, 89.1172, 90.0322, 1898400, 83.2251)
 (datetime.date(2015, 3, 12), 89.6642, 91.4943, 89.6642, 91.3252, 1966200, 84.42034)
 (datetime.date(2015, 3, 13), 91.5042, 91.7628, 90.629, 90.8279, 1755400, 83.96064)
 (datetime.date(2015, 3, 16), 90.5096, 91.5739, 90.261, 91.2954, 1814800, 84.39279)
 (datetime.date(2015, 3, 17), 92.101, 93.1553, 91.912, 92.9066, 2773900, 85.88217)
 (datetime.date(2015, 3, 18), 92.6083, 92.9862, 91.9419, 92.8867, 3200900, 85.86378)
 (datetime.date(2015, 3, 19), 93.2945, 95.2838, 93.2945, 95.0948, 5135600, 87.90493)
 (datetime.date(2015, 3, 20), 94.687, 96.0794, 94.4383, 95.8009, 5602400, 88.55764)
 (datetime.date(2015, 3, 23), 95.8009, 96.169, 94.9058, 94.9655, 2148600, 87.7854)
 (datetime.date(2015, 3, 24), 94.9655, 95.244, 94.5278, 94.5776, 1728900, 87.42683)
 (datetime.date(2015, 3, 25), 94.687, 95.3434, 94.5975, 95.3434, 2459100, 88.13473)
 (datetime.date(2015, 3, 26), 94.5776, 94.5875, 93.3343, 93.3343, 3587100, 86.27753)
 (datetime.date(2015, 3, 27), 93.2945, 94.2494, 93.016, 93.8316, 7619700, 86.73723)
 (datetime.date(2015, 3, 30), 93.2647, 93.4736, 92.4093, 92.5983, 2197500, 85.59718)
 (datetime.date(2015, 3, 31), 93.0956, 93.8316, 92.8967, 92.8967, 2242100, 85.87302)
 (datetime.date(2015, 4, 1), 92.2999, 92.8867, 92.091, 92.8171, 2237900, 85.79944)
 (datetime.date(2015, 4, 2), 92.9961, 94.1002, 92.8271, 93.8913, 2216800, 86.79242)
 (datetime.date(2015, 4, 3), 93.8913, 93.8913, 93.8913, 93.8913, 0, 86.79242)
 (datetime.date(2015, 4, 6), 93.8913, 93.8913, 93.8913, 93.8913, 0, 86.79242)
 (datetime.date(2015, 4, 7), 94.5378, 95.2738, 93.2697, 93.7023, 3112900, 86.61771)
 (datetime.date(2015, 4, 8), 93.7918, 94.1598, 93.2249, 93.4934, 1718600, 86.42461)
 (datetime.date(2015, 4, 9), 93.4934, 94.0703, 93.205, 93.3443, 1591200, 86.28678)
 (datetime.date(2015, 4, 10), 93.4934, 93.767, 92.9166, 93.6227, 1260200, 86.54413)
 (datetime.date(2015, 4, 13), 93.7222, 94.2593, 93.5432, 93.5929, 1098300, 86.51659)
 (datetime.date(2015, 4, 14), 92.9961, 93.5631, 92.9066, 93.2945, 2040900, 86.24075)
 (datetime.date(2015, 4, 15), 93.2846, 93.3144, 91.8722, 91.9419, 3315900, 84.99041)
 (datetime.date(2015, 4, 16), 92.9862, 92.9862, 92.2204, 92.5088, 1994500, 85.51445)
 (datetime.date(2015, 4, 17), 92.5088, 92.6182, 91.4048, 91.5838, 2103000, 84.65939)
 (datetime.date(2015, 4, 20), 90.9075, 91.0865, 90.5295, 90.8378, 2247300, 83.96979)
 (datetime.date(2015, 4, 21), 91.6634, 91.7429, 91.0666, 91.2854, 2513400, 84.38355)
 (datetime.date(2015, 4, 22), 91.2456, 91.4943, 90.2212, 90.629, 2356900, 83.77677)
 (datetime.date(2015, 4, 23), 90.7583, 90.8975, 90.0123, 90.2311, 2354400, 83.40896)
 (datetime.date(2015, 4, 24), 90.8378, 91.7031, 90.7085, 91.6037, 5636700, 84.67778)
 (datetime.date(2015, 4, 27), 92.0314, 92.2402, 91.4247, 92.2204, 1867000, 85.24785)
 (datetime.date(2015, 4, 28), 92.2502, 92.4591, 91.9916, 92.0811, 1928100, 85.11909)
 (datetime.date(2015, 4, 29), 91.8225, 92.3695, 90.0819, 90.0819, 2663400, 83.27104)
 (datetime.date(2015, 4, 30), 89.2465, 89.3061, 87.8142, 88.3911, 3951600, 81.70808)
 (datetime.date(2015, 5, 1), 87.9236, 88.8685, 87.7744, 88.4408, 2327500, 81.75402)
 (datetime.date(2015, 5, 4), 86.8494, 87.9187, 86.6804, 87.5357, 3019700, 80.91735)
 (datetime.date(2015, 5, 5), 88.1623, 89.157, 87.1578, 87.665, 3102500, 81.03688)
 (datetime.date(2015, 5, 6), 84.7807, 85.5366, 82.5328, 82.5328, 7237200, 76.29271)
 (datetime.date(2015, 5, 7), 80.8619, 83.1793, 80.5635, 82.6621, 6304300, 76.41223)
 (datetime.date(2015, 5, 8), 83.249, 84.1541, 82.1947, 82.1947, 3205400, 75.98017)
 (datetime.date(2015, 5, 11), 83.0998, 83.239, 81.2697, 81.7272, 2882400, 75.54802)
 (datetime.date(2015, 5, 12), 81.7272, 82.7318, 81.3592, 82.4334, 3111800, 76.20083)
 (datetime.date(2015, 5, 13), 83.0898, 83.7363, 82.6522, 83.5275, 3056300, 77.2122)
 (datetime.date(2015, 5, 14), 83.3981, 83.7463, 82.5925, 83.1694, 3796600, 76.88118)
 (datetime.date(2015, 5, 15), 84.2933, 84.343, 83.5672, 84.2933, 3820200, 77.9201)
 (datetime.date(2015, 5, 18), 84.3828, 84.4127, 82.5527, 82.5527, 3337300, 76.3111)
 (datetime.date(2015, 5, 19), 82.6025, 83.3683, 81.8167, 82.4035, 3105600, 76.17319)
 (datetime.date(2015, 5, 20), 82.1051, 82.8909, 81.9062, 82.0455, 2543100, 75.84225)
 (datetime.date(2015, 5, 21), 81.757, 83.2092, 81.757, 83.1097, 2889200, 76.82599)
 (datetime.date(2015, 5, 22), 83.4379, 83.4379, 82.3339, 82.6621, 1801900, 76.41223)
 (datetime.date(2015, 5, 25), 82.7516, 83.786, 82.4334, 83.5473, 1497700, 77.23051)
 (datetime.date(2015, 5, 26), 83.5473, 84.2933, 83.418, 84.1839, 2448900, 77.81897)
 (datetime.date(2015, 5, 27), 83.8855, 84.343, 83.3882, 83.6766, 2235400, 77.35003)
 (datetime.date(2015, 5, 28), 83.9154, 83.98, 82.7765, 83.05, 2645800, 76.77081)
 (datetime.date(2015, 5, 29), 83.5175, 85.3575, 83.2191, 84.6315, 9148500, 78.23273)
 (datetime.date(2015, 6, 1), 84.3828, 84.5419, 83.0998, 84.0247, 2115300, 77.67181)
 (datetime.date(2015, 6, 2), 84.6613, 84.6613, 82.5527, 82.5527, 2626500, 76.3111)
 (datetime.date(2015, 6, 3), 82.0554, 82.2245, 81.1205, 81.1304, 3746100, 74.99634)
 (datetime.date(2015, 6, 4), 81.0608, 82.0455, 80.0364, 80.106, 3795200, 74.04939)
 (datetime.date(2015, 6, 5), 79.9469, 80.3745, 79.36, 79.8573, 2906800, 73.8195)
 (datetime.date(2015, 6, 8), 79.8573, 79.8573, 79.8573, 79.8573, 0, 73.8195)
 (datetime.date(2015, 6, 9), 79.8673, 80.7923, 79.37, 79.3899, 2823200, 73.38743)
 (datetime.date(2015, 6, 10), 79.4296, 79.7678, 78.7633, 79.4794, 2251300, 73.47017)
 (datetime.date(2015, 6, 11), 79.8673, 81.0509, 79.8673, 80.9713, 2587700, 74.84927)
 (datetime.date(2015, 6, 12), 81.0608, 81.5183, 80.5834, 80.9812, 1838100, 74.85842)
 (datetime.date(2015, 6, 15), 80.4641, 81.4587, 79.7877, 81.4487, 2378500, 75.29057)
 (datetime.date(2015, 6, 16), 81.5581, 82.5726, 81.1702, 81.9361, 2007300, 75.74112)
 (datetime.date(2015, 6, 17), 83.05, 84.0049, 82.871, 83.8059, 3698800, 77.46955)
 (datetime.date(2015, 6, 18), 83.7065, 83.7761, 82.2444, 82.7516, 5371000, 76.49497)
 (datetime.date(2015, 6, 19), 83.7363, 84.0347, 83.4827, 84.0148, 3671100, 77.66266)
 (datetime.date(2015, 6, 22), 83.8159, 84.6563, 83.4976, 84.5618, 2092000, 78.1683)
 (datetime.date(2015, 6, 23), 85.9941, 86.4317, 85.5465, 86.2925, 2796500, 79.76815)
 (datetime.date(2015, 6, 24), 86.6107, 87.118, 86.4516, 86.7202, 2961900, 80.16351)
 (datetime.date(2015, 6, 25), 86.1632, 87.1279, 85.7355, 86.8196, 2840300, 80.2554)
 (datetime.date(2015, 6, 26), 86.0339, 86.4417, 85.5465, 86.1831, 10063600, 79.66702)
 (datetime.date(2015, 6, 29), 84.9298, 84.9995, 83.9054, 84.2336, 2505000, 77.86491)
 (datetime.date(2015, 6, 30), 83.3981, 84.9497, 83.1793, 84.6712, 3217700, 78.26943)
 (datetime.date(2015, 7, 1), 84.6911, 86.1134, 84.6911, 85.5565, 2073800, 79.0878)
 (datetime.date(2015, 7, 2), 85.5067, 87.1777, 85.4868, 86.9788, 3133300, 80.40256)
 (datetime.date(2015, 7, 3), 87.0285, 87.0285, 85.6758, 86.193, 2500900, 79.67617)
 (datetime.date(2015, 7, 6), 84.6215, 86.1831, 84.5071, 85.835, 2049300, 79.34524)
 (datetime.date(2015, 7, 7), 86.0339, 87.5258, 85.9841, 87.2175, 3147700, 80.62321)
 (datetime.date(2015, 7, 8), 85.8449, 86.8395, 85.3078, 85.3078, 3983200, 78.8579)
 (datetime.date(2015, 7, 9), 84.1541, 85.457, 83.7562, 85.1387, 2788700, 78.70158)
 (datetime.date(2015, 7, 10), 85.9941, 86.1035, 85.2183, 85.3277, 1837100, 78.87629)
 (datetime.date(2015, 7, 13), 85.1188, 86.3621, 84.5718, 84.721, 2029700, 78.31546)
 (datetime.date(2015, 7, 14), 85.9543, 86.2626, 85.2481, 85.7852, 2382800, 79.2992)
 (datetime.date(2015, 7, 15), 85.9344, 86.8296, 85.9344, 86.6505, 2491700, 80.09908)
 (datetime.date(2015, 7, 16), 87.5258, 87.9336, 87.1279, 87.486, 2208700, 80.87141)
 (datetime.date(2015, 7, 17), 87.8142, 87.8739, 86.9489, 87.5059, 1428400, 80.8898)
