Date,Open,High,Low,Close,Volume,Adj Close
2015-01-01,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-02,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-05,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-06,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-07,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-08,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-09,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-12,0.36817,0.39802,0.36817,0.39802,11600,0.39802
2015-01-13,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-14,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-15,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-16,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-19,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-20,0.37812,0.39802,0.37812,0.39802,49400,0.39802
2015-01-21,0.38807,0.39802,0.38807,0.39802,20100,0.39802
2015-01-22,0.36817,0.39802,0.36817,0.38807,65400,0.38807
2015-01-23,0.38807,0.39802,0.38807,0.39802,86500,0.39802
2015-01-26,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-01-27,0.39802,0.39802,0.38807,0.39802,58200,0.39802
2015-01-28,0.39802,0.39802,0.39802,0.39802,39900,0.39802
2015-01-29,0.39802,0.40299,0.39802,0.39802,168800,0.39802
2015-01-30,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-02-02,0.39802,0.39802,0.39802,0.39802,139400,0.39802
2015-02-03,0.39802,0.39802,0.39802,0.39802,142000,0.39802
2015-02-04,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-02-05,0.39802,0.39802,0.39802,0.39802,2500,0.39802
2015-02-06,0.34826,0.35822,0.34826,0.35822,23900,0.35822
2015-02-09,0.39802,0.39802,0.39802,0.39802,2000,0.39802
2015-02-10,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-02-11,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-02-12,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-02-13,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-02-16,0.39802,0.39802,0.39802,0.39802,000,0.39802
2015-02-17,0.37812,0.37812,0.37812,0.37812,643100,0.37812
2015-02-18,0.37812,0.37812,0.37812,0.37812,000,0.37812
2015-02-19,0.38309,0.38309,0.35822,0.35822,3700,0.35822
2015-02-20,0.35822,0.35822,0.35822,0.35822,000,0.35822
2015-02-23,0.36319,0.36319,0.35822,0.36319,30600,0.36319
2015-02-24,0.36319,0.36319,0.36319,0.36319,6000,0.36319
2015-02-25,0.36319,0.36319,0.36319,0.36319,000,0.36319
2015-02-26,0.36319,0.36319,0.36319,0.36319,000,0.36319
2015-02-27,0.36319,0.36319,0.36319,0.36319,000,0.36319
2015-03-02,0.36319,0.36319,0.36319,0.36319,000,0.36319
2015-03-03,0.36319,0.36319,0.34826,0.34826,339300,0.34826
2015-03-04,0.34826,0.34826,0.34826,0.34826,000,0.34826
2015-03-05,0.35822,0.35822,0.35822,0.35822,3000,0.35822
2015-03-06,0.37812,0.38309,0.37812,0.38309,10000,0.38309
2015-03-09,0.37314,0.37314,0.35822,0.37314,15000,0.37314
2015-03-10,0.37314,0.37314,0.37314,0.37314,000,0.37314
2015-03-11,0.37314,0.37314,0.37314,0.37314,000,0.37314
2015-03-12,0.32836,0.32836,0.32836,0.32836,7000,0.32836
2015-03-13,0.29851,0.31841,0.29851,0.31841,513300,0.31841
